Press CTRL-C to stop.
         495696 function calls (481712 primitive calls) in 108.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 http.py:1764(HttpMockSequence)
        1    0.000    0.000    0.000    0.000 model.py:46(Model)
        1    0.000    0.000    0.000    0.000 client_options.py:52(ClientOptions)
        1    0.000    0.000    0.000    0.000 core.py:3400(PositionToken)
        1    0.000    0.000    0.000    0.000 core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 _utilities.py:72(__init__)
        1    0.000    0.000    0.000    0.000 resource_owner_password_credentials.py:18(ResourceOwnerPasswordCredentialsGrant)
        1    0.000    0.000    0.000    0.000 credentials.py:137(CredentialsWithQuotaProject)
        1    0.000    0.000    0.000    0.000 __init__.py:509(_Item)
        1    0.000    0.000    0.000    0.000 backend.py:2762(GetCipherByName)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(InternalError)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 request.py:789(ProxyHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(WindowsPath)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 exceptions.py:312(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 __init__.py:1739(RootLogger)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 functools.py:848(<lambda>)
        1    0.000    0.000    0.000    0.000 pre_configured.py:24(Server)
        1    0.000    0.000    0.000    0.000 core.py:878(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 ImageFont.py:41(_imagingft_not_installed)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        2    0.000    0.000    0.000    0.000 {function socket.detach at 0xb6456070}
        1    0.000    0.000    0.000    0.000 http.py:258(MediaDownloadProgress)
        1    0.000    0.000    0.000    0.000 model.py:258(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2346(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 __init__.py:527(BasicAuthentication)
        1    0.000    0.000    0.000    0.000 __init__.py:688(WsseAuthentication)
        1    0.000    0.000    0.000    0.000 __init__.py:715(GoogleLoginAuthentication)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 base.py:403(NamedSignal)
        1    0.000    0.000    0.000    0.000 _utilities.py:84(symbol)
        1    0.000    0.000    0.000    0.000 client_credentials.py:18(ClientCredentialsGrant)
        1    0.000    0.000    0.000    0.000 oauth1_session.py:44(TokenMissing)
        1    0.000    0.000    0.000    0.000 simple_server.py:28(ServerHandler)
        1    0.000    0.000    0.000    0.000 general_name.py:31(UnsupportedGeneralNameType)
        1    0.000    0.000    0.000    0.000 base.py:100(InvalidVersion)
        1    0.000    0.000    0.000    0.000 extensions.py:97(ExtensionNotFound)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1136(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1242(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1048(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_Selector)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 response.py:74(GzipDecoder)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 parse.py:128(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 __init__.py:725(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 base.py:417(Namespace)
        1    0.000    0.000    0.000    0.000 errors.py:183(UnexpectedBodyError)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:217(EncodedWord)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 errors.py:335(InvalidTokenError)
        1    0.000    0.000    0.000    0.000 pre_configured.py:151(LegacyApplicationServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:686(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 auth.py:72(AuthBase)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 pathlib.py:539(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1032(PurePosixPath)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 parse.py:318(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:326(SplitResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 pre_configured.py:188(BackendApplicationServer)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 extras.py:1502(mr_class)
        1    0.000    0.000    0.000    0.000 _http_client.py:55(Request)
        1    0.000    0.000    0.000    0.000 auth.py:100(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 request.py:1529(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:98(set_file_position)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 results.py:85(List)
        2    0.000    0.000    0.000    0.000 results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:194(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 util.py:164(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 _utilities.py:151(lazy_property)
        1    0.000    0.000    0.000    0.000 backend_application.py:15(BackendApplicationClient)
        1    0.000    0.000    0.000    0.000 errors.py:349(InsufficientScopeError)
        1    0.000    0.000    0.000    0.000 pre_configured.py:77(WebApplicationServer)
        1    0.000    0.000    0.000    0.000 pre_configured.py:116(MobileApplicationServer)
        1    0.000    0.000    0.000    0.000 resource.py:19(ResourceEndpoint)
        1    0.000    0.000    0.000    0.000 pre_configured.py:7(WebApplicationServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:689(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 webbrowser.py:186(BackgroundBrowser)
        1    0.000    0.000    0.000    0.000 webbrowser.py:351(Konqueror)
        1    0.000    0.000    0.000    0.000 credentials.py:304(with_scopes_if_required)
        1    0.000    0.000    0.000    0.000 hashes.py:149(SHA384)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 request.py:896(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1059(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.001    0.001 parse.py:333(geturl)
        1    0.000    0.000    0.000    0.000 parse.py:331(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:337(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 threading.py:918(_set_ident)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(HostChangedError)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 core.py:2855(_WordRegex)
        1    0.000    0.000    0.000    0.000 util.py:102(_FifoCache)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:845(MsgID)
        1    0.000    0.000    0.000    0.000 signature_only.py:19(SignatureOnlyEndpoint)
        1    0.000    0.000    0.000    0.000 server.py:132(HTTPServer)
        1    0.000    0.000    0.000    0.000 padding.py:50(OAEP)
        1    0.000    0.000    0.000    0.000 ec.py:177(SECT571R1)
        1    0.000    0.000    0.000    0.000 hashes.py:114(SHA1)
        1    0.000    0.000    0.000    0.000 hashes.py:142(SHA256)
        1    0.000    0.000    0.000    0.000 base.py:80(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 Image.py:2549(ImagePointHandler)
        2    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1242(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1414(UnknownHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:1042(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 parse.py:345(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 threading.py:1272(_MainThread)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 google_auth_httplib2.py:85(__init__)
        1    0.000    0.000    0.000    0.000 error.py:8(HttpLib2ErrorWithResponse)
        1    0.000    0.000    0.000    0.000 base.py:432(WeakNamespace)
        1    0.000    0.000    0.000    0.000 discovery.py:329(_discovery_service_uri_options)
        1    0.000    0.000    0.000    0.000 headerregistry.py:379(UniqueAddressHeader)
        1    0.000    0.000    0.000    0.000 modes.py:123(ECB)
        1    0.000    0.000    0.000    0.000 utils.py:120(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 hashes.py:221(MD5)
        1    0.000    0.000    0.000    0.000 core.py:831(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1237(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 raw_json.py:4(RawJSON)
        1    0.000    0.000    0.000    0.000 request.py:639(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:1561(PosixPath)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 response.py:67(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 client.py:1440(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1477(BadStatusLine)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
